index,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS2M
2025-02-26 06:00:00+00:00,2025,2,26,6,0.0,13.21,2.52
2025-02-26 07:00:00+00:00,2025,2,26,7,32.33,13.93,3.48
2025-02-26 08:00:00+00:00,2025,2,26,8,90.75,15.51,3.56
2025-02-26 09:00:00+00:00,2025,2,26,9,160.32,17.77,3.16
2025-02-26 10:00:00+00:00,2025,2,26,10,288.12,19.74,2.64
2025-02-26 11:00:00+00:00,2025,2,26,11,403.83,21.03,2.35
2025-02-26 12:00:00+00:00,2025,2,26,12,497.12,21.97,2.09
2025-02-26 13:00:00+00:00,2025,2,26,13,504.02,22.46,1.84
2025-02-26 14:00:00+00:00,2025,2,26,14,360.52,22.39,1.84
2025-02-26 15:00:00+00:00,2025,2,26,15,267.8,21.83,2.02
2025-02-26 16:00:00+00:00,2025,2,26,16,145.62,20.91,2.31
2025-02-26 17:00:00+00:00,2025,2,26,17,34.7,19.56,2.59
2025-02-26 18:00:00+00:00,2025,2,26,18,0.0,17.76,2.82
2025-02-26 19:00:00+00:00,2025,2,26,19,0.0,16.56,3.09
2025-02-26 20:00:00+00:00,2025,2,26,20,0.0,15.73,2.95
2025-02-26 21:00:00+00:00,2025,2,26,21,0.0,15.15,2.62
2025-02-26 22:00:00+00:00,2025,2,26,22,0.0,14.74,2.39
2025-02-26 23:00:00+00:00,2025,2,26,23,0.0,14.44,2.34
2025-02-27 00:00:00+00:00,2025,2,27,0,0.0,14.09,2.1
2025-02-27 01:00:00+00:00,2025,2,27,1,0.0,13.74,2.01
2025-02-27 02:00:00+00:00,2025,2,27,2,0.0,13.47,2.03
2025-02-27 03:00:00+00:00,2025,2,27,3,0.0,13.23,2.15
2025-02-27 04:00:00+00:00,2025,2,27,4,0.0,13.03,2.28
2025-02-27 05:00:00+00:00,2025,2,27,5,0.0,12.81,2.27
2025-02-27 06:00:00+00:00,2025,2,27,6,0.0,12.69,2.31
2025-02-27 07:00:00+00:00,2025,2,27,7,58.53,13.97,3.21
2025-02-27 08:00:00+00:00,2025,2,27,8,193.6,15.9,3.12
2025-02-27 09:00:00+00:00,2025,2,27,9,338.95,18.09,2.78
2025-02-27 10:00:00+00:00,2025,2,27,10,456.88,20.57,2.08
2025-02-27 11:00:00+00:00,2025,2,27,11,621.72,23.04,1.55
2025-02-27 12:00:00+00:00,2025,2,27,12,722.83,24.56,1.51
2025-02-27 13:00:00+00:00,2025,2,27,13,712.75,25.4,1.75
2025-02-27 14:00:00+00:00,2025,2,27,14,674.28,25.57,2.05
2025-02-27 15:00:00+00:00,2025,2,27,15,514.6,25.13,2.27
2025-02-27 16:00:00+00:00,2025,2,27,16,301.75,24.05,2.42
2025-02-27 17:00:00+00:00,2025,2,27,17,105.97,21.89,2.46
2025-02-27 18:00:00+00:00,2025,2,27,18,0.0,18.81,1.99
2025-02-27 19:00:00+00:00,2025,2,27,19,0.0,17.36,1.63
2025-02-27 20:00:00+00:00,2025,2,27,20,0.0,16.31,1.19
2025-02-27 21:00:00+00:00,2025,2,27,21,0.0,15.63,0.93
2025-02-27 22:00:00+00:00,2025,2,27,22,0.0,15.16,0.83
2025-02-27 23:00:00+00:00,2025,2,27,23,0.0,14.65,0.91
2025-02-28 00:00:00+00:00,2025,2,28,0,0.0,14.2,1.05
2025-02-28 01:00:00+00:00,2025,2,28,1,0.0,13.89,1.18
2025-02-28 02:00:00+00:00,2025,2,28,2,0.0,13.62,1.31
2025-02-28 03:00:00+00:00,2025,2,28,3,0.0,13.42,1.36
2025-02-28 04:00:00+00:00,2025,2,28,4,0.0,13.26,1.4
2025-02-28 05:00:00+00:00,2025,2,28,5,0.0,13.16,1.41
2025-02-28 06:00:00+00:00,2025,2,28,6,0.0,13.25,1.4
2025-02-28 07:00:00+00:00,2025,2,28,7,92.53,15.54,1.86
2025-02-28 08:00:00+00:00,2025,2,28,8,296.8,18.13,1.46
2025-02-28 09:00:00+00:00,2025,2,28,9,527.1,21.77,1.41
2025-02-28 10:00:00+00:00,2025,2,28,10,705.88,24.16,1.92
2025-02-28 11:00:00+00:00,2025,2,28,11,844.8,25.57,2.36
2025-02-28 12:00:00+00:00,2025,2,28,12,889.62,26.55,2.65
2025-02-28 13:00:00+00:00,2025,2,28,13,869.97,26.94,2.9
2025-02-28 14:00:00+00:00,2025,2,28,14,753.97,26.76,3.11
2025-02-28 15:00:00+00:00,2025,2,28,15,575.1,26.11,3.25
2025-02-28 16:00:00+00:00,2025,2,28,16,355.45,24.93,3.28
2025-02-28 17:00:00+00:00,2025,2,28,17,121.0,23.09,2.96
2025-02-28 18:00:00+00:00,2025,2,28,18,3.4,20.39,1.75
2025-02-28 19:00:00+00:00,2025,2,28,19,0.0,19.2,1.49
2025-02-28 20:00:00+00:00,2025,2,28,20,0.0,18.38,1.31
2025-02-28 21:00:00+00:00,2025,2,28,21,0.0,18.01,1.26
2025-02-28 22:00:00+00:00,2025,2,28,22,0.0,17.91,1.26
2025-02-28 23:00:00+00:00,2025,2,28,23,0.0,17.73,1.16
2025-03-01 00:00:00+00:00,2025,3,1,0,0.0,17.51,1.11
2025-03-01 01:00:00+00:00,2025,3,1,1,0.0,17.43,1.18
2025-03-01 02:00:00+00:00,2025,3,1,2,0.0,17.51,1.24
2025-03-01 03:00:00+00:00,2025,3,1,3,0.0,17.62,1.27
2025-03-01 04:00:00+00:00,2025,3,1,4,0.0,17.63,1.25
2025-03-01 05:00:00+00:00,2025,3,1,5,0.0,17.7,1.27
2025-03-01 06:00:00+00:00,2025,3,1,6,0.0,17.79,1.31
2025-03-01 07:00:00+00:00,2025,3,1,7,104.88,19.08,2.12
2025-03-01 08:00:00+00:00,2025,3,1,8,155.48,20.85,2.26
2025-03-01 09:00:00+00:00,2025,3,1,9,263.5,23.73,2.45
2025-03-01 10:00:00+00:00,2025,3,1,10,418.98,25.39,2.61
2025-03-01 11:00:00+00:00,2025,3,1,11,478.25,26.25,2.84
2025-03-01 12:00:00+00:00,2025,3,1,12,446.27,26.52,3.05
2025-03-01 13:00:00+00:00,2025,3,1,13,436.52,26.37,3.11
2025-03-01 14:00:00+00:00,2025,3,1,14,347.33,25.84,3.07
2025-03-01 15:00:00+00:00,2025,3,1,15,323.0,25.05,3.07
2025-03-01 16:00:00+00:00,2025,3,1,16,193.35,24.06,3.19
2025-03-01 17:00:00+00:00,2025,3,1,17,70.9,22.83,3.16
2025-03-01 18:00:00+00:00,2025,3,1,18,2.28,21.61,2.8
2025-03-01 19:00:00+00:00,2025,3,1,19,0.0,20.83,2.7
2025-03-01 20:00:00+00:00,2025,3,1,20,0.0,20.31,2.4
2025-03-01 21:00:00+00:00,2025,3,1,21,0.0,19.98,2.1
2025-03-01 22:00:00+00:00,2025,3,1,22,0.0,19.75,1.84
2025-03-01 23:00:00+00:00,2025,3,1,23,0.0,19.51,1.56
2025-03-02 00:00:00+00:00,2025,3,2,0,0.0,19.24,1.46
2025-03-02 01:00:00+00:00,2025,3,2,1,0.0,19.25,1.5
2025-03-02 02:00:00+00:00,2025,3,2,2,0.0,19.31,1.43
2025-03-02 03:00:00+00:00,2025,3,2,3,0.0,19.35,1.39
2025-03-02 04:00:00+00:00,2025,3,2,4,0.0,19.32,1.34
2025-03-02 05:00:00+00:00,2025,3,2,5,0.0,19.38,1.31
2025-03-02 06:00:00+00:00,2025,3,2,6,2.5,19.53,1.25
2025-03-02 07:00:00+00:00,2025,3,2,7,64.38,21.53,2.07
2025-03-02 08:00:00+00:00,2025,3,2,8,210.5,23.31,2.6
2025-03-02 09:00:00+00:00,2025,3,2,9,354.5,25.39,2.74
2025-03-02 10:00:00+00:00,2025,3,2,10,460.35,27.12,2.81
2025-03-02 11:00:00+00:00,2025,3,2,11,683.72,28.52,2.96
2025-03-02 12:00:00+00:00,2025,3,2,12,754.2,29.57,3.15
2025-03-02 13:00:00+00:00,2025,3,2,13,631.85,30.12,3.32
2025-03-02 14:00:00+00:00,2025,3,2,14,647.47,30.11,3.39
2025-03-02 15:00:00+00:00,2025,3,2,15,453.02,29.61,3.34
2025-03-02 16:00:00+00:00,2025,3,2,16,283.4,28.53,3.13
2025-03-02 17:00:00+00:00,2025,3,2,17,106.0,26.75,2.76
2025-03-02 18:00:00+00:00,2025,3,2,18,3.75,24.21,1.88
2025-03-02 19:00:00+00:00,2025,3,2,19,0.0,22.97,2.01
2025-03-02 20:00:00+00:00,2025,3,2,20,0.0,22.14,1.75
2025-03-02 21:00:00+00:00,2025,3,2,21,0.0,21.53,1.32
2025-03-02 22:00:00+00:00,2025,3,2,22,0.0,21.13,1.17
2025-03-02 23:00:00+00:00,2025,3,2,23,0.0,20.84,1.09
2025-03-03 00:00:00+00:00,2025,3,3,0,0.0,20.57,1.06
2025-03-03 01:00:00+00:00,2025,3,3,1,0.0,20.31,1.03
2025-03-03 02:00:00+00:00,2025,3,3,2,0.0,20.11,1.0
2025-03-03 03:00:00+00:00,2025,3,3,3,0.0,20.21,0.93
2025-03-03 04:00:00+00:00,2025,3,3,4,0.0,20.54,0.78
2025-03-03 05:00:00+00:00,2025,3,3,5,0.0,20.68,0.56
2025-03-03 06:00:00+00:00,2025,3,3,6,2.55,20.93,0.34
2025-03-03 07:00:00+00:00,2025,3,3,7,64.4,22.27,0.24
2025-03-03 08:00:00+00:00,2025,3,3,8,188.98,24.54,0.8
2025-03-03 09:00:00+00:00,2025,3,3,9,324.98,26.56,1.67
2025-03-03 10:00:00+00:00,2025,3,3,10,462.88,28.17,2.42
2025-03-03 11:00:00+00:00,2025,3,3,11,592.03,29.41,2.99
2025-03-03 12:00:00+00:00,2025,3,3,12,695.7,30.15,3.44
2025-03-03 13:00:00+00:00,2025,3,3,13,603.08,30.05,3.67
2025-03-03 14:00:00+00:00,2025,3,3,14,557.4,29.36,3.63
2025-03-03 15:00:00+00:00,2025,3,3,15,366.7,28.38,3.39
2025-03-03 16:00:00+00:00,2025,3,3,16,204.23,27.19,2.97
2025-03-03 17:00:00+00:00,2025,3,3,17,70.72,25.65,2.41
2025-03-03 18:00:00+00:00,2025,3,3,18,2.35,23.96,1.97
2025-03-03 19:00:00+00:00,2025,3,3,19,0.0,22.94,1.77
2025-03-03 20:00:00+00:00,2025,3,3,20,0.0,22.32,1.42
2025-03-03 21:00:00+00:00,2025,3,3,21,0.0,21.72,0.84
2025-03-03 22:00:00+00:00,2025,3,3,22,0.0,21.34,0.62
2025-03-03 23:00:00+00:00,2025,3,3,23,0.0,21.05,0.63
2025-03-04 00:00:00+00:00,2025,3,4,0,0.0,20.89,0.64
2025-03-04 01:00:00+00:00,2025,3,4,1,0.0,20.79,0.68
2025-03-04 02:00:00+00:00,2025,3,4,2,0.0,20.45,1.09
2025-03-04 03:00:00+00:00,2025,3,4,3,0.0,19.62,1.56
2025-03-04 04:00:00+00:00,2025,3,4,4,0.0,19.03,1.99
2025-03-04 05:00:00+00:00,2025,3,4,5,0.0,18.45,2.38
2025-03-04 06:00:00+00:00,2025,3,4,6,3.67,18.01,2.7
2025-03-04 07:00:00+00:00,2025,3,4,7,75.88,18.44,3.4
2025-03-04 08:00:00+00:00,2025,3,4,8,187.2,20.01,3.15
2025-03-04 09:00:00+00:00,2025,3,4,9,305.2,21.44,2.49
2025-03-04 10:00:00+00:00,2025,3,4,10,382.67,22.99,1.55
2025-03-04 11:00:00+00:00,2025,3,4,11,482.3,25.01,0.91
2025-03-04 12:00:00+00:00,2025,3,4,12,467.33,25.93,1.69
2025-03-04 13:00:00+00:00,2025,3,4,13,354.77,26.23,1.81
2025-03-04 14:00:00+00:00,2025,3,4,14,309.33,26.26,1.83
2025-03-04 15:00:00+00:00,2025,3,4,15,131.27,26.12,1.71
2025-03-04 16:00:00+00:00,2025,3,4,16,78.7,25.6,1.36
2025-03-04 17:00:00+00:00,2025,3,4,17,29.65,24.45,0.79
2025-03-04 18:00:00+00:00,2025,3,4,18,1.9,23.28,0.55
2025-03-04 19:00:00+00:00,2025,3,4,19,0.0,22.14,0.97
2025-03-04 20:00:00+00:00,2025,3,4,20,0.0,21.16,1.52
2025-03-04 21:00:00+00:00,2025,3,4,21,0.0,20.14,1.92
2025-03-04 22:00:00+00:00,2025,3,4,22,0.0,19.27,2.35
2025-03-04 23:00:00+00:00,2025,3,4,23,0.0,18.64,2.83
2025-03-05 00:00:00+00:00,2025,3,5,0,0.0,18.1,3.29
2025-03-05 01:00:00+00:00,2025,3,5,1,0.0,17.43,3.62
2025-03-05 02:00:00+00:00,2025,3,5,2,0.0,16.52,4.07
2025-03-05 03:00:00+00:00,2025,3,5,3,0.0,15.45,4.47
2025-03-05 04:00:00+00:00,2025,3,5,4,0.0,14.46,4.71
2025-03-05 05:00:00+00:00,2025,3,5,5,0.0,13.78,4.87
2025-03-05 06:00:00+00:00,2025,3,5,6,2.15,13.52,4.75
2025-03-05 07:00:00+00:00,2025,3,5,7,39.83,14.21,4.77
2025-03-05 08:00:00+00:00,2025,3,5,8,110.28,15.87,4.78
2025-03-05 09:00:00+00:00,2025,3,5,9,195.4,17.98,4.55
2025-03-05 10:00:00+00:00,2025,3,5,10,197.12,20.16,4.03
2025-03-05 11:00:00+00:00,2025,3,5,11,221.55,21.83,3.58
2025-03-05 12:00:00+00:00,2025,3,5,12,216.18,22.77,3.19
2025-03-05 13:00:00+00:00,2025,3,5,13,212.57,23.27,2.93
2025-03-05 14:00:00+00:00,2025,3,5,14,159.88,23.28,2.8
2025-03-05 15:00:00+00:00,2025,3,5,15,104.18,22.81,2.74
2025-03-05 16:00:00+00:00,2025,3,5,16,57.83,21.85,2.72
2025-03-05 17:00:00+00:00,2025,3,5,17,20.58,20.43,2.76
2025-03-05 18:00:00+00:00,2025,3,5,18,1.35,18.79,2.88
2025-03-05 19:00:00+00:00,2025,3,5,19,0.0,17.74,3.29
2025-03-05 20:00:00+00:00,2025,3,5,20,0.0,17.05,3.34
2025-03-05 21:00:00+00:00,2025,3,5,21,0.0,16.52,3.19
2025-03-05 22:00:00+00:00,2025,3,5,22,0.0,16.03,3.19
2025-03-05 23:00:00+00:00,2025,3,5,23,0.0,15.67,3.35
2025-03-06 00:00:00+00:00,2025,3,6,0,0.0,15.37,3.55
2025-03-06 01:00:00+00:00,2025,3,6,1,0.0,14.97,3.74
2025-03-06 02:00:00+00:00,2025,3,6,2,0.0,14.47,3.95
2025-03-06 03:00:00+00:00,2025,3,6,3,0.0,13.86,4.18
2025-03-06 04:00:00+00:00,2025,3,6,4,0.0,13.22,4.37
2025-03-06 05:00:00+00:00,2025,3,6,5,0.0,12.62,4.47
2025-03-06 06:00:00+00:00,2025,3,6,6,1.0,12.2,4.53
2025-03-06 07:00:00+00:00,2025,3,6,7,16.85,12.55,5.07
2025-03-06 08:00:00+00:00,2025,3,6,8,59.0,13.65,5.38
2025-03-06 09:00:00+00:00,2025,3,6,9,112.55,15.23,5.38
2025-03-06 10:00:00+00:00,2025,3,6,10,140.85,16.96,5.23
2025-03-06 11:00:00+00:00,2025,3,6,11,237.62,18.2,5.07
2025-03-06 12:00:00+00:00,2025,3,6,12,208.07,19.02,4.78
2025-03-06 13:00:00+00:00,2025,3,6,13,235.1,19.52,4.37
2025-03-06 14:00:00+00:00,2025,3,6,14,212.25,19.71,4.04
2025-03-06 15:00:00+00:00,2025,3,6,15,126.4,19.48,4.04
2025-03-06 16:00:00+00:00,2025,3,6,16,84.18,18.82,4.17
2025-03-06 17:00:00+00:00,2025,3,6,17,25.02,17.7,3.77
2025-03-06 18:00:00+00:00,2025,3,6,18,1.1,16.48,3.24
2025-03-06 19:00:00+00:00,2025,3,6,19,0.0,15.65,3.81
2025-03-06 20:00:00+00:00,2025,3,6,20,0.0,14.74,4.34
2025-03-06 21:00:00+00:00,2025,3,6,21,0.0,13.97,4.44
2025-03-06 22:00:00+00:00,2025,3,6,22,0.0,13.49,4.19
2025-03-06 23:00:00+00:00,2025,3,6,23,0.0,13.31,3.82
2025-03-07 00:00:00+00:00,2025,3,7,0,0.0,13.26,3.91
2025-03-07 01:00:00+00:00,2025,3,7,1,0.0,13.08,4.04
2025-03-07 02:00:00+00:00,2025,3,7,2,0.0,12.87,4.29
2025-03-07 03:00:00+00:00,2025,3,7,3,0.0,12.58,4.58
2025-03-07 04:00:00+00:00,2025,3,7,4,0.0,12.27,4.5
2025-03-07 05:00:00+00:00,2025,3,7,5,0.0,11.91,4.51
2025-03-07 06:00:00+00:00,2025,3,7,6,2.05,11.58,4.55
2025-03-07 07:00:00+00:00,2025,3,7,7,35.05,11.92,5.1
2025-03-07 08:00:00+00:00,2025,3,7,8,92.28,12.94,5.51
2025-03-07 09:00:00+00:00,2025,3,7,9,167.2,14.57,5.63
2025-03-07 10:00:00+00:00,2025,3,7,10,153.73,16.4,4.7
2025-03-07 11:00:00+00:00,2025,3,7,11,203.65,17.99,3.41
2025-03-07 12:00:00+00:00,2025,3,7,12,148.25,18.96,2.93
2025-03-07 13:00:00+00:00,2025,3,7,13,168.88,19.23,2.86
2025-03-07 14:00:00+00:00,2025,3,7,14,105.07,18.94,3.09
2025-03-07 15:00:00+00:00,2025,3,7,15,90.78,18.24,3.48
2025-03-07 16:00:00+00:00,2025,3,7,16,53.12,17.21,3.72
2025-03-07 17:00:00+00:00,2025,3,7,17,20.1,15.93,3.74
2025-03-07 18:00:00+00:00,2025,3,7,18,0.9,14.69,3.54
2025-03-07 19:00:00+00:00,2025,3,7,19,0.0,13.77,3.68
2025-03-07 20:00:00+00:00,2025,3,7,20,0.0,12.98,3.67
2025-03-07 21:00:00+00:00,2025,3,7,21,0.0,12.35,3.55
2025-03-07 22:00:00+00:00,2025,3,7,22,0.0,11.79,3.32
2025-03-07 23:00:00+00:00,2025,3,7,23,0.0,11.33,3.01
2025-03-08 00:00:00+00:00,2025,3,8,0,0.0,11.03,2.94
2025-03-08 01:00:00+00:00,2025,3,8,1,0.0,10.82,3.0
2025-03-08 02:00:00+00:00,2025,3,8,2,0.0,10.65,2.91
2025-03-08 03:00:00+00:00,2025,3,8,3,0.0,10.57,2.77
2025-03-08 04:00:00+00:00,2025,3,8,4,0.0,10.55,2.66
2025-03-08 05:00:00+00:00,2025,3,8,5,0.0,10.56,2.76
2025-03-08 06:00:00+00:00,2025,3,8,6,2.78,10.42,2.81
2025-03-08 07:00:00+00:00,2025,3,8,7,60.03,11.9,3.68
2025-03-08 08:00:00+00:00,2025,3,8,8,191.9,14.1,3.75
2025-03-08 09:00:00+00:00,2025,3,8,9,361.25,16.37,3.38
2025-03-08 10:00:00+00:00,2025,3,8,10,507.95,18.55,2.87
2025-03-08 11:00:00+00:00,2025,3,8,11,513.95,20.47,2.34
2025-03-08 12:00:00+00:00,2025,3,8,12,694.62,21.91,1.82
2025-03-08 13:00:00+00:00,2025,3,8,13,558.72,22.98,1.44
2025-03-08 14:00:00+00:00,2025,3,8,14,552.58,23.49,1.05
2025-03-08 15:00:00+00:00,2025,3,8,15,503.7,23.42,0.83
2025-03-08 16:00:00+00:00,2025,3,8,16,282.88,22.51,0.95
2025-03-08 17:00:00+00:00,2025,3,8,17,95.78,20.94,1.29
2025-03-08 18:00:00+00:00,2025,3,8,18,3.9,18.93,1.36
2025-03-08 19:00:00+00:00,2025,3,8,19,0.0,17.76,1.74
2025-03-08 20:00:00+00:00,2025,3,8,20,0.0,16.62,1.65
2025-03-08 21:00:00+00:00,2025,3,8,21,0.0,15.87,1.75
2025-03-08 22:00:00+00:00,2025,3,8,22,0.0,15.49,2.18
2025-03-08 23:00:00+00:00,2025,3,8,23,0.0,15.18,2.45
2025-03-09 00:00:00+00:00,2025,3,9,0,0.0,14.77,2.5
2025-03-09 01:00:00+00:00,2025,3,9,1,0.0,14.39,2.48
2025-03-09 02:00:00+00:00,2025,3,9,2,0.0,13.76,2.25
2025-03-09 03:00:00+00:00,2025,3,9,3,0.0,13.4,2.35
2025-03-09 04:00:00+00:00,2025,3,9,4,0.0,13.43,2.74
2025-03-09 05:00:00+00:00,2025,3,9,5,0.0,13.36,2.97
2025-03-09 06:00:00+00:00,2025,3,9,6,5.07,13.33,3.21
2025-03-09 07:00:00+00:00,2025,3,9,7,95.32,14.35,4.08
2025-03-09 08:00:00+00:00,2025,3,9,8,276.02,15.99,4.39
2025-03-09 09:00:00+00:00,2025,3,9,9,473.17,17.84,4.42
2025-03-09 10:00:00+00:00,2025,3,9,10,632.67,19.79,4.3
2025-03-09 11:00:00+00:00,2025,3,9,11,705.85,21.15,3.91
2025-03-09 12:00:00+00:00,2025,3,9,12,717.9,22.22,3.52
2025-03-09 13:00:00+00:00,2025,3,9,13,700.67,22.92,3.26
2025-03-09 14:00:00+00:00,2025,3,9,14,636.25,23.22,3.09
2025-03-09 15:00:00+00:00,2025,3,9,15,471.88,23.04,3.02
2025-03-09 16:00:00+00:00,2025,3,9,16,275.98,22.29,2.98
2025-03-09 17:00:00+00:00,2025,3,9,17,92.62,20.73,2.78
2025-03-09 18:00:00+00:00,2025,3,9,18,4.1,18.72,2.75
2025-03-09 19:00:00+00:00,2025,3,9,19,0.0,17.56,3.07
2025-03-09 20:00:00+00:00,2025,3,9,20,0.0,16.77,2.95
2025-03-09 21:00:00+00:00,2025,3,9,21,0.0,16.14,2.45
2025-03-09 22:00:00+00:00,2025,3,9,22,0.0,15.6,1.99
2025-03-09 23:00:00+00:00,2025,3,9,23,0.0,15.35,1.95
2025-03-10 00:00:00+00:00,2025,3,10,0,0.0,15.36,2.21
2025-03-10 01:00:00+00:00,2025,3,10,1,0.0,15.27,2.49
2025-03-10 02:00:00+00:00,2025,3,10,2,0.0,15.17,2.69
2025-03-10 03:00:00+00:00,2025,3,10,3,0.0,15.08,2.75
2025-03-10 04:00:00+00:00,2025,3,10,4,0.0,15.0,2.69
2025-03-10 05:00:00+00:00,2025,3,10,5,0.0,14.92,2.6
2025-03-10 06:00:00+00:00,2025,3,10,6,3.15,14.96,2.62
2025-03-10 07:00:00+00:00,2025,3,10,7,56.62,15.84,3.01
2025-03-10 08:00:00+00:00,2025,3,10,8,154.82,17.74,2.99
2025-03-10 09:00:00+00:00,2025,3,10,9,275.12,19.91,2.62
2025-03-10 10:00:00+00:00,2025,3,10,10,372.55,22.26,2.18
2025-03-10 11:00:00+00:00,2025,3,10,11,406.7,24.35,1.84
2025-03-10 12:00:00+00:00,2025,3,10,12,450.1,25.48,1.73
2025-03-10 13:00:00+00:00,2025,3,10,13,449.88,25.68,1.77
2025-03-10 14:00:00+00:00,2025,3,10,14,442.98,25.5,2.01
2025-03-10 15:00:00+00:00,2025,3,10,15,330.92,24.99,2.31
2025-03-10 16:00:00+00:00,2025,3,10,16,195.68,24.1,2.49
2025-03-10 17:00:00+00:00,2025,3,10,17,72.1,22.48,2.58
2025-03-10 18:00:00+00:00,2025,3,10,18,3.42,19.91,2.56
2025-03-10 19:00:00+00:00,2025,3,10,19,0.0,18.64,2.53
2025-03-10 20:00:00+00:00,2025,3,10,20,0.0,17.88,2.01
2025-03-10 21:00:00+00:00,2025,3,10,21,0.0,17.29,1.64
2025-03-10 22:00:00+00:00,2025,3,10,22,0.0,16.77,1.51
2025-03-10 23:00:00+00:00,2025,3,10,23,0.0,16.42,1.59
2025-03-11 00:00:00+00:00,2025,3,11,0,0.0,16.19,1.72
2025-03-11 01:00:00+00:00,2025,3,11,1,0.0,16.18,1.86
2025-03-11 02:00:00+00:00,2025,3,11,2,0.0,16.2,1.94
2025-03-11 03:00:00+00:00,2025,3,11,3,0.0,16.4,2.06
2025-03-11 04:00:00+00:00,2025,3,11,4,0.0,16.64,2.12
2025-03-11 05:00:00+00:00,2025,3,11,5,0.0,16.67,1.92
2025-03-11 06:00:00+00:00,2025,3,11,6,3.75,16.74,1.76
2025-03-11 07:00:00+00:00,2025,3,11,7,74.43,18.05,2.21
2025-03-11 08:00:00+00:00,2025,3,11,8,231.88,20.1,2.19
2025-03-11 09:00:00+00:00,2025,3,11,9,411.67,22.79,2.17
2025-03-11 10:00:00+00:00,2025,3,11,10,576.1,25.06,2.01
2025-03-11 11:00:00+00:00,2025,3,11,11,752.15,26.62,1.91
2025-03-11 12:00:00+00:00,2025,3,11,12,805.83,27.6,2.09
2025-03-11 13:00:00+00:00,2025,3,11,13,786.47,27.85,2.49
2025-03-11 14:00:00+00:00,2025,3,11,14,640.38,27.56,2.83
2025-03-11 15:00:00+00:00,2025,3,11,15,432.48,26.86,3.1
2025-03-11 16:00:00+00:00,2025,3,11,16,250.15,25.53,3.23
2025-03-11 17:00:00+00:00,2025,3,11,17,90.78,23.87,3.06
2025-03-11 18:00:00+00:00,2025,3,11,18,3.9,21.83,2.25
2025-03-11 19:00:00+00:00,2025,3,11,19,0.0,20.62,1.76
2025-03-11 20:00:00+00:00,2025,3,11,20,0.0,19.86,1.31
2025-03-11 21:00:00+00:00,2025,3,11,21,0.0,19.33,1.03
2025-03-11 22:00:00+00:00,2025,3,11,22,0.0,18.93,0.85
2025-03-11 23:00:00+00:00,2025,3,11,23,0.0,18.66,0.79
2025-03-12 00:00:00+00:00,2025,3,12,0,0.0,18.48,0.83
2025-03-12 01:00:00+00:00,2025,3,12,1,0.0,18.31,0.91
2025-03-12 02:00:00+00:00,2025,3,12,2,0.0,18.12,1.07
2025-03-12 03:00:00+00:00,2025,3,12,3,0.0,17.94,1.24
2025-03-12 04:00:00+00:00,2025,3,12,4,0.0,17.78,1.36
2025-03-12 05:00:00+00:00,2025,3,12,5,0.0,17.59,1.4
2025-03-12 06:00:00+00:00,2025,3,12,6,5.12,17.76,1.52
2025-03-12 07:00:00+00:00,2025,3,12,7,74.55,19.32,2.15
2025-03-12 08:00:00+00:00,2025,3,12,8,173.73,21.97,1.66
2025-03-12 09:00:00+00:00,2025,3,12,9,201.98,24.92,1.31
2025-03-12 10:00:00+00:00,2025,3,12,10,226.73,26.66,1.3
2025-03-12 11:00:00+00:00,2025,3,12,11,272.12,27.79,1.56
2025-03-12 12:00:00+00:00,2025,3,12,12,328.12,28.32,1.94
2025-03-12 13:00:00+00:00,2025,3,12,13,405.42,28.36,2.33
2025-03-12 14:00:00+00:00,2025,3,12,14,353.1,28.07,2.68
2025-03-12 15:00:00+00:00,2025,3,12,15,292.52,27.27,3.01
2025-03-12 16:00:00+00:00,2025,3,12,16,178.93,25.95,3.22
2025-03-12 17:00:00+00:00,2025,3,12,17,71.78,24.32,3.1
2025-03-12 18:00:00+00:00,2025,3,12,18,4.32,22.68,2.23
2025-03-12 19:00:00+00:00,2025,3,12,19,0.0,21.72,1.51
2025-03-12 20:00:00+00:00,2025,3,12,20,0.0,21.15,1.1
2025-03-12 21:00:00+00:00,2025,3,12,21,0.0,20.68,0.83
2025-03-12 22:00:00+00:00,2025,3,12,22,0.0,20.33,0.71
2025-03-12 23:00:00+00:00,2025,3,12,23,0.0,20.08,0.67
2025-03-13 00:00:00+00:00,2025,3,13,0,0.0,19.94,0.67
2025-03-13 01:00:00+00:00,2025,3,13,1,0.0,19.9,0.66
2025-03-13 02:00:00+00:00,2025,3,13,2,0.0,19.92,0.63
2025-03-13 03:00:00+00:00,2025,3,13,3,0.0,19.98,0.6
2025-03-13 04:00:00+00:00,2025,3,13,4,0.0,20.07,0.57
2025-03-13 05:00:00+00:00,2025,3,13,5,0.0,20.19,0.55
2025-03-13 06:00:00+00:00,2025,3,13,6,6.3,20.5,0.52
2025-03-13 07:00:00+00:00,2025,3,13,7,95.18,21.81,0.75
2025-03-13 08:00:00+00:00,2025,3,13,8,254.25,23.89,0.35
2025-03-13 09:00:00+00:00,2025,3,13,9,421.5,26.21,0.48
2025-03-13 10:00:00+00:00,2025,3,13,10,541.15,28.24,0.87
2025-03-13 11:00:00+00:00,2025,3,13,11,789.42,29.78,1.16
2025-03-13 12:00:00+00:00,2025,3,13,12,771.6,30.88,1.6
